Disease,variable,Symptom
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Dengue,Symptom_13,red_spots_over_body
Hepatitis E,Symptom_13,stomach_bleeding
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Tuberculosis,Symptom_13,malaise
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Tuberculosis,Symptom_13,phlegm
Common Cold,Symptom_13,runny_nose
Common Cold,Symptom_13,runny_nose
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Common Cold,Symptom_13,congestion
Hypothyroidism,Symptom_13,abnormal_menstruation
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_13,muscle_pain
Hepatitis E,Symptom_13,stomach_bleeding
Tuberculosis,Symptom_13,malaise
Common Cold,Symptom_13,runny_nose
Hypothyroidism,Symptom_13,abnormal_menstruation
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Tuberculosis,Symptom_14,phlegm
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Common Cold,Symptom_14,congestion
Common Cold,Symptom_14,congestion
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Tuberculosis,Symptom_14,phlegm
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Common Cold,Symptom_14,congestion
Common Cold,Symptom_14,congestion
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Tuberculosis,Symptom_14,phlegm
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Common Cold,Symptom_14,congestion
Common Cold,Symptom_14,congestion
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Tuberculosis,Symptom_14,phlegm
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Common Cold,Symptom_14,congestion
Common Cold,Symptom_14,congestion
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Tuberculosis,Symptom_14,phlegm
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Common Cold,Symptom_14,congestion
Common Cold,Symptom_14,congestion
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Tuberculosis,Symptom_14,phlegm
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Tuberculosis,Symptom_14,chest_pain
Common Cold,Symptom_14,congestion
Common Cold,Symptom_14,congestion
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Common Cold,Symptom_14,chest_pain
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
Tuberculosis,Symptom_14,phlegm
Common Cold,Symptom_14,congestion
Dengue,Symptom_14,red_spots_over_body
